unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
1,color,green-c,0.010368466,green-c,63326720,3349727,684238,0.010368466,plant,3760075,1619175,51047,0.009580528,neck,812426,603813,6345,0.004500338,food,1104928,938351,12475,0.006142887,bar-s,765184,837481,8603,0.005396904,dotted,2935296,345067,18848,0.005778909
2,texture,perforated,0.005495854,black-c,139916835,1976000,485463,0.003433081,person,14523849,982899,56723,0.003671386,leg,2786636,375934,10428,0.003308227,food,1104928,445181,3449,0.002229967,street-s,28111104,524056,72912,0.00255274,perforated,1793792,279092,11330,0.005495854
3,texture,dotted,0.025160554,green-c,63326720,3756979,832819,0.012570686,plant,3760075,2158711,87221,0.014956705,arm,2299112,887633,20966,0.006622699,food,1104928,683782,11801,0.006641308,ball_pit-s,275968,1031383,18947,0.014705791,dotted,2935296,656354,88150,0.025160554
4,texture,studded,0.025190781,black-c,139916835,2890212,686535,0.004830654,car,5354795,1469155,42162,0.006216945,wheel,1513439,623160,13735,0.006470033,glass,2246777,661086,10218,0.003526312,casino-indoor-s,652288,792984,7762,0.005399615,studded,1593088,393824,48822,0.025190781
5,texture,chequered,0.014940479,red-c,21004512,2621088,128077,0.00545066,wall,48917895,1234181,264799,0.005307947,arm,2299112,418247,16030,0.005934116,painted,13470129,675596,72553,0.005155412,conference_room-s,2308096,682503,11265,0.003781046,chequered,1530368,295787,26882,0.014940479
6,texture,striped,0.025505639,white-c,72511065,3105929,1028883,0.013794196,windowpane,8841352,1546091,115456,0.01123989,column,193649,503979,6292,0.009101219,glass,2246777,503247,15269,0.005583316,building_facade-s,3148544,921971,30570,0.007566935,striped,2433536,480950,72487,0.025505639
7,texture,zigzagged,0.036835752,white-c,72511065,3022611,469344,0.006252557,motorbike,1440771,1335569,28050,0.010206346,wheel,1513439,612148,30047,0.014338548,paper,471596,573279,4241,0.0040754,greenhouse-indoor-s,363776,645482,3891,0.003870228,zigzagged,1618176,809324,86242,0.036835752
8,color,red-c,0.033144792,red-c,21004512,3130862,774298,0.033144792,flower,591549,1515261,28243,0.013587727,hand,398768,558264,10706,0.011313226,food,1104928,647924,8766,0.005026128,ball_pit-s,275968,808396,8882,0.008258623,dotted,2935296,632191,60945,0.017380371
9,color,red-c,0.056066255,red-c,21004512,3319748,1291368,0.056066255,person,14523849,1436303,160294,0.010145281,hand,398768,635020,9909,0.009677901,food,1104928,855065,14277,0.007337659,ball_pit-s,275968,723569,8523,0.008600282,dotted,2935296,642054,77020,0.02200364
10,scene,ball_pit-s,0.017725015,blue-c,61494563,3381326,908270,0.014198903,bus,1628191,1747892,49524,0.014887456,body,1291612,727296,16596,0.008288419,fabric,8548746,823590,44738,0.004796304,ball_pit-s,275968,888630,20283,0.017725015,zigzagged,1618176,468628,36172,0.01763944
11,texture,perforated,0.011919323,white-c,72511065,1981672,316594,0.004268138,car,5354795,993411,31070,0.004918368,wheel,1513439,438887,10733,0.005527935,paper,471596,420351,2325,0.00261347,shoe_shop-s,577024,522239,3198,0.00291771,perforated,1793792,345622,25200,0.011919323
12,color,orange-c,0.019005461,orange-c,30348501,3384667,629157,0.019005461,person,14523849,1583712,81978,0.005115446,hand,398768,593915,5228,0.005294418,food,1104928,907671,18525,0.009290026,ball_pit-s,275968,896801,11748,0.01011868,sprinkled,1718528,477233,24454,0.011262341
13,texture,dotted,0.013120715,white-c,72511065,1988136,264926,0.003568783,painting,2207098,970667,15535,0.004912672,wheel,1513439,440818,7306,0.003752534,glass,2246777,517916,10231,0.003714337,street-s,28111104,557056,85453,0.002989675,dotted,2935296,240649,41131,0.013120715
14,texture,chequered,0.031014157,white-c,72511065,3521719,835316,0.0111083,car,5354795,1621025,56029,0.008096921,screen,677188,695569,9457,0.006936844,glass,2246777,874887,22452,0.007244422,cockpit-s,539392,771582,6113,0.00468479,chequered,1530368,487403,60697,0.031014157
15,color,white-c,0.037134467,white-c,72511065,3384445,2717429,0.037134467,sky,36650987,1530364,510257,0.013545054,shade,197478,386818,11392,0.019884658,glass,2246777,521487,46300,0.017009777,ball_pit-s,275968,796929,8907,0.008371319,grid,1682240,627182,60339,0.026828267
16,color,blue-c,0.016141138,blue-c,61494563,2919144,1023195,0.016141138,windowpane,8841352,1605613,71916,0.00693163,screen,677188,469309,5568,0.004880234,glass,2246777,493001,14136,0.005186301,ball_pit-s,275968,869920,7976,0.007009329,dotted,2935296,455668,36468,0.01087138
17,texture,chequered,0.034109456,black-c,139916835,3062366,1552992,0.010980935,person,14523849,1119843,111167,0.007157046,body,1291612,509124,13449,0.007524813,leather,470954,849464,6591,0.005016642,conference_room-s,2308096,521064,13494,0.004792472,chequered,1530368,524999,67795,0.034109456
18,color,black-c,0.019669133,black-c,139916835,3293428,2762486,0.019669133,car,5354795,1425912,59136,0.008797943,wheel,1513439,685827,27192,0.01251891,glass,2246777,725063,8917,0.003009528,building_facade-s,3148544,696237,16267,0.004248907,chequered,1530368,458986,31538,0.016108766
19,texture,chequered,0.028129665,white-c,72511065,3003629,509839,0.006797413,windowpane,8841352,1375331,72948,0.007191434,leg,2786636,637905,19777,0.005808626,glass,2246777,821516,15506,0.005079293,living_room-s,9621248,754700,42807,0.00414269,chequered,1530368,386223,52438,0.028129665
20,texture,perforated,0.00949374,black-c,139916835,1689558,427993,0.003031576,building,35246027,784515,109980,0.003061756,wheel,1513439,315748,6121,0.003357531,metal,3462561,405650,9084,0.0023539,building_facade-s,3148544,426555,9223,0.002586461,perforated,1793792,250558,19226,0.00949374
21,color,pink-c,0.023997571,pink-c,18491188,3217283,508742,0.023997571,person,14523849,1757194,203230,0.012640401,hand,398768,760223,11905,0.010378472,fabric,8548746,600772,42983,0.004720017,ball_pit-s,275968,885716,9590,0.008323974,dotted,2935296,598484,64829,0.018688359
22,part,head,0.00713357,white-c,72511065,2654895,371518,0.004967187,floor,20378155,1233337,118448,0.005510992,head,4946761,516993,38700,0.00713357,metal,3462561,731179,18308,0.004384696,airport_terminal-s,1480192,643643,7876,0.003722189,frilly,1618176,304721,11191,0.005853934
23,texture,veined,0.055712737,green-c,63326720,3582980,2473359,0.038384535,grass,12961339,2123498,625295,0.043244454,body,1291612,575322,10811,0.005824506,food,1104928,352940,17491,0.012143349,park-s,1179136,958966,33987,0.016152634,veined,1806336,857507,140578,0.055712737
24,color,blue-c,0.048437225,blue-c,61494563,3716449,3012713,0.048437225,sky,36650987,2122872,628956,0.016488599,screen,677188,575932,32907,0.026968242,plastic-opaque,577397,317768,7810,0.008801438,ball_pit-s,275968,1087820,17990,0.013367534,bubbly,1517824,1042911,79577,0.032072524
25,texture,banded,0.084041506,white-c,72511065,3052837,869439,0.011639939,curtain,3110939,1288605,64423,0.014860716,door frame,221497,265384,6632,0.013809503,painted,13470129,576817,51578,0.003685362,kitchen-s,9006592,891614,66153,0.0067283,banded,2571520,449050,234173,0.084041506
26,texture,lined,0.0289984,white-c,72511065,2969623,736857,0.009858432,car,5354795,1665745,80606,0.011614808,crosswalk,241792,564145,5717,0.007144285,plastic-opaque,577397,446455,6785,0.006671144,building_facade-s,3148544,924847,37947,0.009403426,lined,1568000,472439,57502,0.0289984
27,texture,perforated,0.005204549,orange-c,30348501,2012254,106329,0.003296571,person,14523849,911895,54045,0.003513591,arm,2299112,366852,8885,0.003343898,metal,3462561,567758,11503,0.002862286,conference_room-s,2308096,463891,7240,0.002618684,perforated,1793792,286901,10773,0.005204549
28,texture,dotted,0.016122383,red-c,21004512,3467681,254848,0.010523367,person,14523849,1684934,181139,0.011301661,arm,2299112,786178,27279,0.008920504,fabric,8548746,942432,51421,0.00544728,ball_pit-s,275968,829217,13755,0.012602732,dotted,2935296,480690,54200,0.016122383
29,texture,chequered,0.00998476,white-c,72511065,1734890,331610,0.004486409,car,5354795,781653,30072,0.004924689,body,1291612,297417,5687,0.00359177,paper,471596,483782,2886,0.003029947,conference_room-s,2308096,425199,8230,0.003020111,chequered,1530368,258314,17683,0.00998476
30,texture,polka-dotted,0.008900034,yellow-c,34166024,2350621,134590,0.003699351,painting,2207098,1108397,20935,0.006354415,drawer,540514,515329,3517,0.00334212,glass,2246777,770701,11903,0.003960307,conference_room-s,2308096,664099,13003,0.004394105,polka-dotted,1705984,203437,16844,0.008900034
31,texture,grid,0.019467454,white-c,72511065,3316770,453345,0.006014568,skyscraper,1270392,1897183,48119,0.015425446,balcony,317196,595073,7030,0.007765905,glass,2246777,404005,12098,0.004584861,skyscraper-s,4402944,1140409,69838,0.01275926,grid,1682240,550094,42628,0.019467454
32,color,white-c,0.007407126,white-c,72511065,1890405,547049,0.007407126,windowpane,8841352,869149,34235,0.003538038,shade,197478,342955,1919,0.00356351,glass,2246777,496259,11002,0.004027036,airport_terminal-s,1480192,460473,6133,0.003170276,striped,2433536,265062,17407,0.006492264
33,texture,grid,0.011435681,white-c,72511065,2595144,334703,0.004476344,windowpane,8841352,1263827,96209,0.009612278,frame,136341,532067,3841,0.005779703,glass,2246777,761066,16980,0.005677291,building_facade-s,3148544,786740,21799,0.005570227,grid,1682240,244459,21784,0.011435681
34,object,sky,0.015049989,white-c,72511065,2900270,714314,0.009562818,sky,36650987,1529623,566098,0.015049989,body,1291612,335643,7242,0.004470334,painted,13470129,597123,108705,0.007787702,conference_room-s,2308096,884184,16437,0.005175634,dotted,2935296,247429,32952,0.010461706
35,color,red-c,0.049208602,red-c,21004512,3405238,1144834,0.049208602,ball,122639,1332399,19305,0.013446093,body,1291612,530885,20329,0.011280302,food,1104928,968087,37740,0.018542949,ball_pit-s,275968,669078,25678,0.027930056,zigzagged,1618176,651632,55897,0.025248079
36,texture,waffled,0.009607726,yellow-c,34166024,3202648,228809,0.006160739,ceiling,12122565,1363717,84975,0.006340799,head,4946761,600821,38246,0.006942034,metal,3462561,974835,40987,0.009322836,conference_room-s,2308096,687920,11912,0.003991818,waffled,1555456,347070,18105,0.009607726
37,texture,perforated,0.014671237,black-c,139916835,2687872,1933006,0.013741257,car,5354795,1084174,34764,0.005428308,wheel,1513439,467264,12608,0.006406195,glass,2246777,742617,6861,0.002300394,airport_terminal-s,1480192,552129,8124,0.004013443,perforated,1793792,346797,30951,0.014671237
38,texture,zigzagged,0.013076401,white-c,72511065,2258153,300274,0.004032204,motorbike,1440771,1003791,9758,0.004007715,wheel,1513439,390242,8227,0.004340385,paper,471596,570836,2559,0.002460877,conference_room-s,2308096,542225,8844,0.003112466,zigzagged,1618176,349422,25397,0.013076401
39,texture,zigzagged,0.016418372,blue-c,61494563,3504577,759645,0.011825202,bus,1628191,1897946,30988,0.008866003,arm,2299112,734562,22911,0.007609699,glass,2246777,837466,16161,0.00526746,ball_pit-s,275968,1041448,14583,0.0111933,zigzagged,1618176,390347,32444,0.016418372
40,texture,grid,0.016601402,black-c,139916835,2480945,935207,0.006610985,bus,1628191,1335554,22251,0.007564523,frame,136341,467726,3403,0.005665397,glass,2246777,473026,11590,0.004279575,building_facade-s,3148544,782461,31158,0.007989544,grid,1682240,299108,32356,0.016601402
41,color,white-c,0.0368031,white-c,72511065,3336160,2692327,0.0368031,light,350013,1633189,45325,0.023388997,shade,197478,580311,13843,0.018120391,glass,2246777,650451,36726,0.012839005,airport_terminal-s,1480192,850696,10924,0.004708694,zigzagged,1618176,464682,42170,0.020664599
42,texture,chequered,0.014681321,white-c,72511065,2626213,403790,0.005403066,car,5354795,1306148,36052,0.005441901,screen,677188,489632,4616,0.003971764,glass,2246777,775491,15617,0.005194151,dining_room-s,5694976,736147,27228,0.004251787,chequered,1530368,270322,26054,0.014681321
43,color,blue-c,0.037889995,blue-c,61494563,3306541,2365678,0.037889995,person,14523849,1954429,153345,0.0093933,screen,677188,687235,15585,0.01155439,glass,2246777,528210,20161,0.00731843,skyscraper-s,4402944,1071344,37734,0.006940794,sprinkled,1718528,448393,27563,0.012883772
44,texture,grid,0.016173589,white-c,72511065,2650905,573807,0.007693004,windowpane,8841352,1433532,101866,0.010013351,wheel,1513439,594316,16086,0.007690509,glass,2246777,503808,17742,0.00649214,building_facade-s,3148544,842963,28283,0.007136362,grid,1682240,362599,32546,0.016173589
45,texture,chequered,0.028812301,white-c,72511065,2875412,592357,0.007919834,windowpane,8841352,1269817,64826,0.006452696,screen,677188,580425,5744,0.00458834,glass,2246777,820522,18428,0.006044205,bow_window-outdoor-s,288512,672790,3768,0.003935108,chequered,1530368,353590,52761,0.028812301
46,color,red-c,0.05488432,red-c,21004512,3738516,1287349,0.05488432,flower,591549,1444514,28264,0.014077106,arm,2299112,628744,36309,0.012556946,fabric,8548746,469829,105433,0.011828938,ball_pit-s,275968,657200,12305,0.013362465,dotted,2935296,1562293,197761,0.04599277
47,texture,grid,0.026031349,white-c,72511065,3226145,1016234,0.013600384,car,5354795,1882694,94723,0.013261389,crosswalk,241792,619852,9416,0.011048687,plastic-opaque,577397,405985,7147,0.007320983,building_facade-s,3148544,1024907,46221,0.011199037,grid,1682240,547479,56570,0.026031349
48,texture,zigzagged,0.031775073,black-c,139916835,2985165,995902,0.007018035,motorbike,1440771,1248291,29318,0.011022865,wheel,1513439,618102,32816,0.01563616,metal,3462561,566286,14532,0.003620045,shoe_shop-s,577024,589628,4593,0.003952467,zigzagged,1618176,832134,75461,0.031775073
49,texture,grid,0.017045592,black-c,139916835,2957714,921045,0.006488357,bus,1628191,1506955,38701,0.012498527,frame,136341,552930,6282,0.009197806,glass,2246777,714607,14251,0.004835547,building_facade-s,3148544,829628,28252,0.00715255,grid,1682240,295754,33151,0.017045592
50,texture,zigzagged,0.025497807,white-c,72511065,3137126,507582,0.006755096,motorbike,1440771,1468255,42540,0.01484047,wheel,1513439,634840,40668,0.019295781,metal,3462561,428090,22312,0.00576785,forest-broadleaf-s,1216768,679023,12348,0.006556078,zigzagged,1618176,925961,63257,0.025497807
51,texture,perforated,0.009108289,white-c,72511065,1664117,294862,0.003991076,car,5354795,796339,27008,0.004410099,shade,197478,348794,1556,0.002856534,paper,471596,380309,1964,0.002310749,shoe_shop-s,577024,406555,2188,0.002229489,perforated,1793792,296485,18867,0.009108289
52,texture,zigzagged,0.018276552,blue-c,61494563,3173669,901177,0.014132329,sky,36650987,1954219,602459,0.015853038,body,1291612,555371,10275,0.005594248,glass,2246777,530997,13703,0.004957543,field-cultivated-s,639744,1069784,16225,0.009581865,zigzagged,1618176,424110,36656,0.018276552
53,texture,lacelike,0.032456866,white-c,72511065,3077592,610736,0.008145545,motorbike,1440771,1447935,39166,0.013744675,wheel,1513439,622114,38121,0.018175083,metal,3462561,383252,13381,0.003491517,forest-broadleaf-s,1216768,649484,14494,0.007827157,lacelike,1530368,979896,78914,0.032456866
54,texture,chequered,0.016836849,white-c,72511065,2622642,1093034,0.014762616,car,5354795,1282897,40784,0.00618229,body,1291612,453364,8737,0.005032141,glass,2246777,614808,15842,0.005566912,living_room-s,9621248,689032,39608,0.003856418,chequered,1530368,350951,31151,0.016836849
55,texture,perforated,0.004673532,yellow-c,34166024,1802127,119512,0.003333795,person,14523849,875791,40345,0.002626748,arm,2299112,333490,6585,0.0025076,glass,2246777,437871,5279,0.00197024,ball_pit-s,275968,485906,2597,0.003420359,perforated,1793792,255311,9532,0.004673532
56,texture,banded,0.020416211,white-c,72511065,3242336,1264881,0.016980885,sky,36650987,1691063,432621,0.011411963,body,1291612,335624,9044,0.005588954,painted,13470129,674572,89030,0.006334098,living_room-s,9621248,968221,58144,0.005521053,banded,2571520,331958,58092,0.020416211
57,texture,perforated,0.005180185,black-c,139916835,1830569,530471,0.003756426,car,5354795,833691,20365,0.003301654,top,381885,297272,1658,0.002447236,metal,3462561,472437,10039,0.002557734,conference_room-s,2308096,442061,7006,0.002553997,perforated,1793792,268306,10627,0.005180185
58,texture,perforated,0.015953563,white-c,72511065,1718627,234147,0.003164339,light,350013,816356,8710,0.007523805,wheel,1513439,364744,9722,0.005203213,paper,471596,356537,1945,0.002354186,shoe_shop-s,577024,422013,2560,0.002569051,perforated,1793792,346430,33608,0.015953563
59,texture,polka-dotted,0.008008401,red-c,21004512,1882411,72114,0.003160842,painting,2207098,920394,19827,0.006380031,body,1291612,414605,5837,0.003432762,glass,2246777,552834,8524,0.003054007,building_facade-s,3148544,559162,12781,0.003459069,polka-dotted,1705984,199293,15137,0.008008401
60,color,yellow-c,0.029376227,yellow-c,34166024,3150188,1064926,0.029376227,flower,591549,1423012,13317,0.006654361,shade,197478,468819,5743,0.008694217,food,1104928,897070,22426,0.011328711,ball_pit-s,275968,799619,8418,0.00788816,sprinkled,1718528,432731,24366,0.011456148
61,texture,perforated,0.026451757,white-c,72511065,2839145,527673,0.007052327,car,5354795,1224496,53638,0.008219561,wheel,1513439,574592,16171,0.007805064,metal,3462561,666894,15880,0.003860389,conference_room-s,2308096,627291,10701,0.003658854,perforated,1793792,634488,62577,0.026451757
62,texture,grid,0.017094888,white-c,72511065,2521440,351313,0.00470417,windowpane,8841352,1404103,90271,0.008889155,body,1291612,526794,9088,0.005022887,glass,2246777,452453,10040,0.003733466,building_facade-s,3148544,834058,23027,0.005815523,grid,1682240,343574,34049,0.017094888
63,texture,zigzagged,0.020125863,purple-c,10857154,2664287,63112,0.004689438,motorbike,1440771,1294987,25573,0.009435887,wheel,1513439,564066,18791,0.009127543,food,1104928,507693,6015,0.003743917,ball_pit-s,275968,651759,4150,0.004493399,zigzagged,1618176,608112,43922,0.020125863
64,texture,chequered,0.031945789,white-c,72511065,3338147,632045,0.008402935,car,5354795,1626244,63927,0.009241863,wing,323329,685734,7171,0.007157458,ceramic,679072,777124,9521,0.006581298,conference_room-s,2308096,847767,16746,0.005334621,chequered,1530368,444930,61149,0.031945789
